Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRD37,9.8,Low Fat,0.01,Soft Drinks,47.41,OUT045,2002,,Tier 2,Supermarket Type1,978.73
FDZ35,9.6,Regular,0.02,Breads,101.70,OUT035,2004,Small,Tier 2,Supermarket Type1,2992.77
FDB50,13,LF,0.15,Canned,79.70,OUT046,1997,Small,Tier 1,Supermarket Type1,1480.07
FDY10,17.6,Low Fat,0.05,Snack Foods,113.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,2862.94
FDK41,14.3,Low Fat,0.13,Frozen Foods,83.42,OUT017,2007,,Tier 2,Supermarket Type1,681.78
FDL24,10.3,Regular,0.02,Baking Goods,172.34,OUT045,2002,,Tier 2,Supermarket Type1,5690.59
FDZ07,15.1,Regular,0.16,Fruits and Vegetables,62.22,OUT010,1998,,Tier 3,Grocery Store,185.76
DRI03,6.03,Low Fat,0.02,Dairy,176.70,OUT017,2007,,Tier 2,Supermarket Type1,1416.82
FDW56,7.68,Low Fat,0.07,Fruits and Vegetables,192.62,OUT046,1997,Small,Tier 1,Supermarket Type1,5580.07
FDR20,20,Regular,0.03,Fruits and Vegetables,46.87,OUT045,2002,,Tier 2,Supermarket Type1,905.49
FDC50,15.85,Low Fat,0.14,Canned,96.31,OUT046,1997,Small,Tier 1,Supermarket Type1,2856.28
NCX05,15.2,Low Fat,0.16,Health and Hygiene,117.65,OUT010,1998,,Tier 3,Grocery Store,347.55
FDU23,12.15,Low Fat,0.00,Breads,164.72,OUT046,1997,Small,Tier 1,Supermarket Type1,3962.84
FDN45,19.35,Low Fat,0.12,Snack Foods,222.61,OUT035,2004,Small,Tier 2,Supermarket Type1,6040.14
FDQ51,,Regular,0.02,Meat,45.47,OUT027,1985,Medium,Tier 3,Supermarket Type3,1323.61
FDH21,,Low Fat,0.03,Seafood,157.56,OUT027,1985,Medium,Tier 3,Supermarket Type3,5704.57
DRZ11,8.85,Regular,0.11,Soft Drinks,125.14,OUT017,2007,,Tier 2,Supermarket Type1,1114.55
NCI43,19.85,Low Fat,0.03,Household,49.54,OUT046,1997,Small,Tier 1,Supermarket Type1,1006.69
DRF03,19.1,Low Fat,0.05,Dairy,38.81,OUT045,2002,,Tier 2,Supermarket Type1,690.43
NCF30,17,Low Fat,0.13,Household,125.84,OUT017,2007,,Tier 2,Supermarket Type1,2516.72
FDB12,11.15,Regular,0.11,Baking Goods,102.06,OUT046,1997,Small,Tier 1,Supermarket Type1,1038.65
FDW19,12.35,Regular,0.04,Fruits and Vegetables,110.76,OUT046,1997,Small,Tier 1,Supermarket Type1,1208.43
FDB45,20.85,Low Fat,0.02,Fruits and Vegetables,103.33,OUT045,2002,,Tier 2,Supermarket Type1,522.65
FDY55,,Low Fat,0.00,Fruits and Vegetables,255.80,OUT027,1985,Medium,Tier 3,Supermarket Type3,9251.96
FDK40,7.035,Low Fat,0.00,Frozen Foods,263.29,OUT010,1998,,Tier 3,Grocery Store,525.98
FDU11,4.785,Low Fat,0.09,Breads,122.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,2048.67
FDP33,,Low Fat,0.09,Snack Foods,254.27,OUT027,1985,Medium,Tier 3,Supermarket Type3,10993.69
FDN49,17.25,Regular,0.21,Breakfast,40.35,OUT010,1998,,Tier 3,Grocery Store,39.95
FDR15,9.3,Regular,0.03,Meat,153.43,OUT045,2002,,Tier 2,Supermarket Type1,2482.10
FDO38,17.25,Low Fat,0.07,Canned,78.90,OUT045,2002,,Tier 2,Supermarket Type1,1635.87
DRC24,17.85,Low Fat,0.02,Soft Drinks,153.20,OUT017,2007,,Tier 2,Supermarket Type1,3383.60
NCU17,,Low Fat,0.09,Health and Hygiene,101.67,OUT027,1985,Medium,Tier 3,Supermarket Type3,1426.14
FDK22,9.8,Low Fat,0.03,Snack Foods,217.59,OUT035,2004,Small,Tier 2,Supermarket Type1,4327.70
DRP35,18.85,Low Fat,0.09,Hard Drinks,127.13,OUT013,1987,High,Tier 3,Supermarket Type1,3579.34
NCL29,9.695,Low Fat,0.11,Health and Hygiene,158.26,OUT035,2004,Small,Tier 2,Supermarket Type1,2693.83
FDG53,10,Low Fat,0.05,Frozen Foods,138.12,OUT049,1999,Medium,Tier 1,Supermarket Type1,1957.45
DRM23,16.6,Low Fat,0.14,Hard Drinks,172.94,OUT013,1987,High,Tier 3,Supermarket Type1,2931.52
FDR09,18.25,Low Fat,0.08,Snack Foods,259.70,OUT035,2004,Small,Tier 2,Supermarket Type1,5438.92
NCJ30,5.82,Low Fat,0.13,Household,170.58,OUT010,1998,,Tier 3,Grocery Store,509.34
FDZ04,9.31,Low Fat,0.04,Frozen Foods,62.15,OUT046,1997,Small,Tier 1,Supermarket Type1,1201.77
FDM10,18.25,Low Fat,0.08,Snack Foods,214.02,OUT045,2002,,Tier 2,Supermarket Type1,2564.66
FDR21,19.7,Low Fat,0.07,Snack Foods,178.34,OUT049,1999,Medium,Tier 1,Supermarket Type1,1411.50
DRJ49,6.865,Low Fat,0.01,Soft Drinks,127.17,OUT045,2002,,Tier 2,Supermarket Type1,1291.65
FDJ15,11.35,Regular,0.02,Dairy,184.46,OUT049,1999,Medium,Tier 1,Supermarket Type1,4042.74
FDO34,17.7,Low Fat,0.03,Snack Foods,169.08,OUT035,2004,Small,Tier 2,Supermarket Type1,5201.23
NCG30,,Low Fat,0.11,Household,124.60,OUT027,1985,Medium,Tier 3,Supermarket Type3,2863.61
FDS60,20.85,Low Fat,0.03,Baking Goods,177.87,OUT046,1997,Small,Tier 1,Supermarket Type1,1078.60
FDX57,17.25,Regular,0.05,Snack Foods,97.01,OUT046,1997,Small,Tier 1,Supermarket Type1,1846.93
FDS40,15.35,Low Fat,0.01,Frozen Foods,38.42,OUT049,1999,Medium,Tier 1,Supermarket Type1,476.05
FDT08,13.65,LF,0.05,Fruits and Vegetables,151.81,OUT013,1987,High,Tier 3,Supermarket Type1,2696.49
NCN29,15.2,Low Fat,0.02,Health and Hygiene,49.10,OUT010,1998,,Tier 3,Grocery Store,194.41
FDY27,6.38,Low Fat,0.03,Dairy,178.03,OUT045,2002,,Tier 2,Supermarket Type1,535.30
NCR29,,Low Fat,0.05,Health and Hygiene,56.29,OUT027,1985,Medium,Tier 3,Supermarket Type3,2546.69
FDZ02,6.905,Regular,0.06,Dairy,97.27,OUT010,1998,,Tier 3,Grocery Store,195.75
FDP40,,Regular,0.06,Frozen Foods,110.15,OUT019,1985,Small,Tier 1,Grocery Store,111.85
FDE11,,Regular,0.13,Starchy Foods,183.99,OUT027,1985,Medium,Tier 3,Supermarket Type3,6478.23
DRL35,15.7,Low Fat,0.03,Hard Drinks,44.78,OUT013,1987,High,Tier 3,Supermarket Type1,605.88
FDD56,15.2,Regular,0.10,Fruits and Vegetables,177.01,OUT035,2004,Small,Tier 2,Supermarket Type1,2976.79
FDO39,,Regular,0.14,Meat,182.16,OUT027,1985,Medium,Tier 3,Supermarket Type3,5880.35
FDG32,,Low Fat,0.31,Fruits and Vegetables,222.08,OUT019,1985,Small,Tier 1,Grocery Store,889.51
FDU50,,Regular,0.07,Dairy,112.92,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.53
FDX24,8.355,low fat,0.01,Baking Goods,93.05,OUT035,2004,Small,Tier 2,Supermarket Type1,1110.55
NCN43,12.15,Low Fat,0.01,Others,122.17,OUT013,1987,High,Tier 3,Supermarket Type1,2586.63
FDK34,13.35,Low Fat,0.00,Snack Foods,238.76,OUT018,2009,Medium,Tier 3,Supermarket Type2,1906.85
NCN41,17,Low Fat,0.05,Health and Hygiene,122.37,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.63
FDW16,17.35,Regular,0.04,Frozen Foods,93.18,OUT049,1999,Medium,Tier 1,Supermarket Type1,1378.21
FDP46,,Low Fat,0.13,Snack Foods,88.38,OUT019,1985,Small,Tier 1,Grocery Store,89.88
NCD07,9.1,Low Fat,0.06,Household,115.05,OUT013,1987,High,Tier 3,Supermarket Type1,683.11
FDG44,6.13,Low Fat,0.00,Fruits and Vegetables,54.13,OUT046,1997,Small,Tier 1,Supermarket Type1,1348.25
FDC20,,low fat,0.04,Fruits and Vegetables,55.43,OUT019,1985,Small,Tier 1,Grocery Store,111.85
FDB23,19.2,reg,0.01,Starchy Foods,226.91,OUT013,1987,High,Tier 3,Supermarket Type1,4514.12
DRK59,8.895,Low Fat,0.08,Hard Drinks,233.86,OUT018,2009,Medium,Tier 3,Supermarket Type2,937.45
FDT31,19.75,Low Fat,0.01,Fruits and Vegetables,188.19,OUT049,1999,Medium,Tier 1,Supermarket Type1,2458.13
FDB15,10.895,Low Fat,0.14,Dairy,264.36,OUT018,2009,Medium,Tier 3,Supermarket Type2,4745.82
FDI56,,Low Fat,0.09,Fruits and Vegetables,91.01,OUT027,1985,Medium,Tier 3,Supermarket Type3,3466.15
NCQ17,10.3,LF,0.12,Health and Hygiene,154.46,OUT017,2007,,Tier 2,Supermarket Type1,2503.41
FDH44,19.1,Regular,0.03,Fruits and Vegetables,148.24,OUT017,2007,,Tier 2,Supermarket Type1,3089.98
FDP40,4.555,Regular,0.03,Frozen Foods,111.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.25
NCR17,,Low Fat,0.02,Health and Hygiene,114.05,OUT027,1985,Medium,Tier 3,Supermarket Type3,3938.87
NCO53,16.2,Low Fat,0.18,Health and Hygiene,184.06,OUT017,2007,,Tier 2,Supermarket Type1,2021.37
FDG38,8.975,Regular,0.09,Canned,84.12,OUT010,1998,,Tier 3,Grocery Store,170.44
FDO01,21.1,Regular,0.02,Breakfast,128.80,OUT049,1999,Medium,Tier 1,Supermarket Type1,1927.49
NCQ43,17.75,Low Fat,0.11,Others,110.29,OUT045,2002,,Tier 2,Supermarket Type1,873.53
FDU47,12.8,Regular,0.11,Breads,142.28,OUT018,2009,Medium,Tier 3,Supermarket Type2,421.45
FDZ02,6.905,Regular,0.04,Dairy,98.17,OUT017,2007,,Tier 2,Supermarket Type1,587.24
FDS04,10.195,Regular,0.25,Frozen Foods,141.88,OUT010,1998,,Tier 3,Grocery Store,280.97
FDQ31,5.785,Regular,0.05,Fruits and Vegetables,87.39,OUT049,1999,Medium,Tier 1,Supermarket Type1,878.86
FDT57,,Low Fat,0.02,Snack Foods,236.02,OUT027,1985,Medium,Tier 3,Supermarket Type3,6636.69
FDK50,7.96,Low Fat,0.03,Canned,162.49,OUT013,1987,High,Tier 3,Supermarket Type1,1779.68
FDB49,8.3,Regular,0.03,Baking Goods,98.74,OUT046,1997,Small,Tier 1,Supermarket Type1,492.69
FDN56,5.46,Regular,0.11,Fruits and Vegetables,145.58,OUT045,2002,,Tier 2,Supermarket Type1,3900.92
FDU02,13.35,Low Fat,0.10,Dairy,228.64,OUT049,1999,Medium,Tier 1,Supermarket Type1,3435.53
FDK26,5.46,reg,0.03,Canned,185.42,OUT046,1997,Small,Tier 1,Supermarket Type1,5219.87
DRA24,,Regular,0.04,Soft Drinks,165.79,OUT027,1985,Medium,Tier 3,Supermarket Type3,4913.60
FDF53,20.75,Regular,0.08,Frozen Foods,180.33,OUT013,1987,High,Tier 3,Supermarket Type1,4149.93
NCZ30,6.59,Low Fat,0.03,Household,119.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,2530.71
FDF14,7.55,Low Fat,0.03,Canned,151.93,OUT017,2007,,Tier 2,Supermarket Type1,1837.61
FDU40,20.85,Low Fat,0.04,Frozen Foods,192.75,OUT045,2002,,Tier 2,Supermarket Type1,2131.23
NCL18,18.85,Low Fat,0.17,Household,192.51,OUT017,2007,,Tier 2,Supermarket Type1,2916.20
FDP25,15.2,Low Fat,0.02,Canned,218.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,1528.68
NCV05,10.1,Low Fat,0.03,Health and Hygiene,152.47,OUT045,2002,,Tier 2,Supermarket Type1,2934.85
FDV49,10,Low Fat,0.03,Canned,262.72,OUT035,2004,Small,Tier 2,Supermarket Type1,3171.87
FDJ56,8.985,LF,0.18,Fruits and Vegetables,100.27,OUT049,1999,Medium,Tier 1,Supermarket Type1,998.70
FDI40,11.5,Regular,0.13,Frozen Foods,99.74,OUT035,2004,Small,Tier 2,Supermarket Type1,1105.89
NCK05,,Low Fat,0.08,Health and Hygiene,61.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,918.80
NCI43,19.85,Low Fat,0.03,Household,48.64,OUT018,2009,Medium,Tier 3,Supermarket Type2,575.25
NCE42,21.1,Low Fat,0.01,Household,234.30,OUT013,1987,High,Tier 3,Supermarket Type1,3739.13
FDP40,4.555,Regular,0.03,Frozen Foods,112.65,OUT046,1997,Small,Tier 1,Supermarket Type1,2684.51
FDU40,20.85,Low Fat,0.04,Frozen Foods,193.85,OUT035,2004,Small,Tier 2,Supermarket Type1,2712.47
DRK47,7.905,Low Fat,0.06,Hard Drinks,230.27,OUT013,1987,High,Tier 3,Supermarket Type1,4567.39
FDR32,6.78,Regular,0.09,Fruits and Vegetables,228.47,OUT045,2002,,Tier 2,Supermarket Type1,5480.87
FDS43,,Low Fat,0.04,Fruits and Vegetables,186.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.45
FDH50,15,Regular,0.16,Canned,185.93,OUT045,2002,,Tier 2,Supermarket Type1,2581.97
FDZ09,17.6,Low Fat,0.10,Snack Foods,164.89,OUT046,1997,Small,Tier 1,Supermarket Type1,2456.80
FDS19,13.8,Regular,0.11,Fruits and Vegetables,77.80,OUT010,1998,,Tier 3,Grocery Store,227.70
NCU30,5.11,Low Fat,0.03,Household,163.82,OUT035,2004,Small,Tier 2,Supermarket Type1,2120.57
FDI27,8.71,Regular,0.05,Dairy,43.57,OUT045,2002,,Tier 2,Supermarket Type1,407.47
FDQ09,7.235,Low Fat,0.06,Snack Foods,113.68,OUT013,1987,High,Tier 3,Supermarket Type1,230.37
FDB35,12.3,Regular,0.06,Starchy Foods,89.88,OUT046,1997,Small,Tier 1,Supermarket Type1,1286.33
DRD12,6.96,Low Fat,0.08,Soft Drinks,93.11,OUT035,2004,Small,Tier 2,Supermarket Type1,2189.15
FDW07,18,Regular,0.14,Fruits and Vegetables,89.65,OUT049,1999,Medium,Tier 1,Supermarket Type1,1859.58
DRE13,6.28,Low Fat,0.03,Soft Drinks,85.52,OUT013,1987,High,Tier 3,Supermarket Type1,1744.40
FDR11,10.5,Regular,0.14,Breads,158.76,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.41
DRG36,14.15,low fat,0.10,Soft Drinks,171.01,OUT045,2002,,Tier 2,Supermarket Type1,4106.65
DRD37,9.8,LF,0.02,Soft Drinks,47.51,OUT010,1998,,Tier 3,Grocery Store,186.42
FDX03,15.85,Regular,0.06,Meat,44.77,OUT013,1987,High,Tier 3,Supermarket Type1,181.10
FDU46,10.3,Regular,0.01,Snack Foods,84.85,OUT045,2002,,Tier 2,Supermarket Type1,778.99
FDV03,17.6,Low Fat,0.06,Meat,156.23,OUT046,1997,Small,Tier 1,Supermarket Type1,2947.50
FDZ37,,Regular,0.02,Canned,86.42,OUT027,1985,Medium,Tier 3,Supermarket Type3,1918.84
FDI24,10.3,Low Fat,0.08,Baking Goods,177.04,OUT013,1987,High,Tier 3,Supermarket Type1,3705.18
FDX33,9.195,Regular,0.12,Snack Foods,159.56,OUT049,1999,Medium,Tier 1,Supermarket Type1,1283.66
FDG47,12.8,Low Fat,0.07,Starchy Foods,261.33,OUT018,2009,Medium,Tier 3,Supermarket Type2,3410.23
FDZ57,10,Regular,0.04,Snack Foods,126.80,OUT035,2004,Small,Tier 2,Supermarket Type1,1284.99
FDT04,17.25,Low Fat,0.11,Frozen Foods,40.58,OUT035,2004,Small,Tier 2,Supermarket Type1,785.64
FDO49,,Regular,0.03,Breakfast,49.30,OUT027,1985,Medium,Tier 3,Supermarket Type3,1518.02
NCB43,20.2,Low Fat,0.10,Household,187.79,OUT017,2007,,Tier 2,Supermarket Type1,2245.08
NCL53,7.5,Low Fat,0.04,Health and Hygiene,175.20,OUT035,2004,Small,Tier 2,Supermarket Type1,4427.57
FDM01,7.895,Regular,0.09,Breakfast,100.73,OUT013,1987,High,Tier 3,Supermarket Type1,1230.40
FDO12,15.75,Low Fat,0.06,Baking Goods,195.55,OUT018,2009,Medium,Tier 3,Supermarket Type2,1174.47
FDO13,,Low Fat,0.11,Breakfast,162.85,OUT019,1985,Small,Tier 1,Grocery Store,493.36
FDI04,13.65,reg,0.07,Frozen Foods,196.24,OUT045,2002,,Tier 2,Supermarket Type1,2570.65
NCK05,20.1,Low Fat,0.08,Health and Hygiene,60.65,OUT035,2004,Small,Tier 2,Supermarket Type1,980.06
FDP28,13.65,Regular,0.08,Frozen Foods,259.79,OUT018,2009,Medium,Tier 3,Supermarket Type2,2609.94
FDJ44,12.3,Regular,0.11,Fruits and Vegetables,176.34,OUT049,1999,Medium,Tier 1,Supermarket Type1,1395.52
FDS25,,Regular,0.14,Canned,109.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,3426.21
FDC02,21.35,Low Fat,0.07,Canned,258.33,OUT046,1997,Small,Tier 1,Supermarket Type1,7028.85
FDT23,7.72,Regular,0.07,Breads,76.40,OUT013,1987,High,Tier 3,Supermarket Type1,1402.17
NCD31,12.1,Low Fat,0.03,Household,165.15,OUT010,1998,,Tier 3,Grocery Store,164.45
FDV19,14.85,Regular,0.04,Fruits and Vegetables,159.56,OUT013,1987,High,Tier 3,Supermarket Type1,2085.95
NCQ30,,Low Fat,0.05,Household,120.54,OUT019,1985,Small,Tier 1,Grocery Store,365.52
NCD18,16,Low Fat,0.07,Household,231.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,4607.34
FDL10,8.395,Low Fat,0.04,Snack Foods,97.30,OUT046,1997,Small,Tier 1,Supermarket Type1,1091.25
FDX20,7.365,Low Fat,0.04,Fruits and Vegetables,225.17,OUT035,2004,Small,Tier 2,Supermarket Type1,3395.58
FDM32,20.5,Low Fat,0.02,Fruits and Vegetables,89.58,OUT013,1987,High,Tier 3,Supermarket Type1,1797.66
FDR09,18.25,Low Fat,0.13,Snack Foods,257.30,OUT010,1998,,Tier 3,Grocery Store,517.99
FDL34,,Low Fat,0.04,Snack Foods,140.25,OUT027,1985,Medium,Tier 3,Supermarket Type3,4093.34
NCK42,7.475,LF,0.01,Household,214.52,OUT045,2002,,Tier 2,Supermarket Type1,2804.35
FDU23,12.15,Low Fat,0.02,Breads,164.62,OUT045,2002,,Tier 2,Supermarket Type1,3797.72
DRI01,7.97,Low Fat,0.00,Soft Drinks,172.04,OUT018,2009,Medium,Tier 3,Supermarket Type2,5690.59
FDG16,15.25,Low Fat,0.09,Frozen Foods,217.12,OUT049,1999,Medium,Tier 1,Supermarket Type1,3235.79
FDY56,16.35,Regular,0.06,Fruits and Vegetables,225.61,OUT018,2009,Medium,Tier 3,Supermarket Type2,1579.94
FDO24,11.1,Low Fat,0.18,Baking Goods,158.16,OUT035,2004,Small,Tier 2,Supermarket Type1,1901.52
NCV29,11.8,Low Fat,0.02,Health and Hygiene,177.87,OUT046,1997,Small,Tier 1,Supermarket Type1,4621.98
FDQ48,14.3,Regular,0.03,Baking Goods,98.67,OUT046,1997,Small,Tier 1,Supermarket Type1,782.98
FDU15,13.65,Regular,0.00,Meat,36.65,OUT017,2007,,Tier 2,Supermarket Type1,755.02
FDS47,16.75,Low Fat,0.13,Breads,86.29,OUT035,2004,Small,Tier 2,Supermarket Type1,1406.17
FDO50,16.25,Low Fat,0.08,Canned,93.18,OUT049,1999,Medium,Tier 1,Supermarket Type1,1194.45
FDW48,18,Low Fat,0.01,Baking Goods,81.26,OUT035,2004,Small,Tier 2,Supermarket Type1,402.81
FDV20,20.2,Regular,0.10,Fruits and Vegetables,125.27,OUT010,1998,,Tier 3,Grocery Store,127.17
FDW47,15,Low Fat,0.05,Breads,121.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,2436.83
FDA07,,Regular,0.03,Fruits and Vegetables,122.91,OUT027,1985,Medium,Tier 3,Supermarket Type3,4532.77
FDZ16,,Regular,0.16,Frozen Foods,193.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,4649.95
FDN09,,low fat,0.03,Snack Foods,241.68,OUT027,1985,Medium,Tier 3,Supermarket Type3,4873.66
FDB50,13,Low Fat,0.15,Canned,77.30,OUT017,2007,,Tier 2,Supermarket Type1,1246.38
NCL06,14.65,Low Fat,0.07,Household,262.96,OUT049,1999,Medium,Tier 1,Supermarket Type1,5233.19
DRG03,,Low Fat,0.06,Dairy,154.00,OUT027,1985,Medium,Tier 3,Supermarket Type3,5229.19
DRM59,5.88,Low Fat,0.00,Hard Drinks,152.30,OUT045,2002,,Tier 2,Supermarket Type1,3076.00
FDU25,12.35,Low Fat,0.03,Canned,57.32,OUT017,2007,,Tier 2,Supermarket Type1,1332.27
NCU42,9,Low Fat,0.02,Household,169.65,OUT017,2007,,Tier 2,Supermarket Type1,2526.71
FDH21,10.395,LF,0.05,Seafood,158.46,OUT010,1998,,Tier 3,Grocery Store,158.46
DRO47,10.195,Low Fat,0.11,Hard Drinks,111.79,OUT035,2004,Small,Tier 2,Supermarket Type1,1697.79
FDC44,,Low Fat,0.17,Fruits and Vegetables,115.75,OUT027,1985,Medium,Tier 3,Supermarket Type3,5351.03
NCL29,9.695,Low Fat,0.11,Health and Hygiene,158.96,OUT045,2002,,Tier 2,Supermarket Type1,1743.06
FDL48,19.35,Regular,0.08,Baking Goods,48.80,OUT046,1997,Small,Tier 1,Supermarket Type1,340.22
FDJ21,16.7,Regular,0.04,Snack Foods,146.61,OUT018,2009,Medium,Tier 3,Supermarket Type2,2770.39
FDT40,5.985,LF,0.10,Frozen Foods,128.47,OUT046,1997,Small,Tier 1,Supermarket Type1,508.67
NCD43,8.85,Low Fat,0.03,Household,103.80,OUT010,1998,,Tier 3,Grocery Store,210.39
FDM28,15.7,Low Fat,0.05,Frozen Foods,180.27,OUT046,1997,Small,Tier 1,Supermarket Type1,1617.89
FDR35,12.5,Low Fat,0.02,Breads,198.87,OUT046,1997,Small,Tier 1,Supermarket Type1,5773.15
NCP17,19.35,Low Fat,0.03,Health and Hygiene,65.62,OUT018,2009,Medium,Tier 3,Supermarket Type2,383.50
FDT23,7.72,Regular,0.07,Breads,79.90,OUT045,2002,,Tier 2,Supermarket Type1,1090.58
FDX15,17.2,Low Fat,0.16,Meat,162.16,OUT046,1997,Small,Tier 1,Supermarket Type1,1283.66
NCU42,,Low Fat,0.02,Household,166.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,4379.63
FDV23,,Low Fat,0.11,Breads,125.70,OUT027,1985,Medium,Tier 3,Supermarket Type3,3237.12
FDY34,,Regular,0.02,Snack Foods,163.98,OUT019,1985,Small,Tier 1,Grocery Store,331.57
FDE16,8.895,Low Fat,0.04,Frozen Foods,208.40,OUT010,1998,,Tier 3,Grocery Store,1041.98
FDV60,20.2,Regular,0.12,Baking Goods,195.31,OUT045,2002,,Tier 2,Supermarket Type1,3338.99
FDQ44,20.5,Low Fat,0.04,Fruits and Vegetables,120.08,OUT046,1997,Small,Tier 1,Supermarket Type1,2302.34
FDZ09,17.6,Low Fat,0.10,Snack Foods,165.29,OUT013,1987,High,Tier 3,Supermarket Type1,3111.95
FDW36,11.15,Low Fat,0.06,Baking Goods,106.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,2011.38
NCZ30,,LF,0.03,Household,121.91,OUT027,1985,Medium,Tier 3,Supermarket Type3,3374.27
FDL09,19.6,Regular,0.13,Snack Foods,167.28,OUT045,2002,,Tier 2,Supermarket Type1,2013.38
FDE05,10.895,Regular,0.03,Frozen Foods,147.71,OUT017,2007,,Tier 2,Supermarket Type1,1895.53
DRO35,13.85,LF,0.03,Hard Drinks,114.25,OUT017,2007,,Tier 2,Supermarket Type1,1853.59
FDN60,15.1,Low Fat,0.10,Baking Goods,159.76,OUT017,2007,,Tier 2,Supermarket Type1,2693.83
NCZ29,15,Low Fat,0.07,Health and Hygiene,125.24,OUT046,1997,Small,Tier 1,Supermarket Type1,1384.20
FDX08,12.85,Low Fat,0.02,Fruits and Vegetables,179.93,OUT018,2009,Medium,Tier 3,Supermarket Type2,2706.48
FDZ16,16.85,Regular,0.27,Frozen Foods,194.15,OUT010,1998,,Tier 3,Grocery Store,1162.49
DRL37,15.5,Low Fat,0.05,Soft Drinks,44.48,OUT013,1987,High,Tier 3,Supermarket Type1,865.54
FDL21,15.85,Regular,0.01,Snack Foods,41.05,OUT035,2004,Small,Tier 2,Supermarket Type1,479.38
FDW10,21.2,Low Fat,0.07,Snack Foods,174.84,OUT017,2007,,Tier 2,Supermarket Type1,5469.55
FDB53,13.35,Low Fat,0.14,Frozen Foods,148.34,OUT035,2004,Small,Tier 2,Supermarket Type1,3877.62
DRM49,6.11,Regular,0.15,Soft Drinks,46.61,OUT035,2004,Small,Tier 2,Supermarket Type1,624.52
NCD06,13,Low Fat,0.10,Household,44.91,OUT049,1999,Medium,Tier 1,Supermarket Type1,652.48
FDN10,,Low Fat,0.05,Snack Foods,118.91,OUT027,1985,Medium,Tier 3,Supermarket Type3,2844.30
FDS13,,Low Fat,0.22,Canned,266.59,OUT019,1985,Small,Tier 1,Grocery Store,1324.94
FDH38,6.425,Low Fat,0.01,Canned,115.68,OUT049,1999,Medium,Tier 1,Supermarket Type1,1406.17
FDY21,,Low Fat,0.17,Snack Foods,195.11,OUT027,1985,Medium,Tier 3,Supermarket Type3,5303.10
FDT60,12,Low Fat,0.08,Baking Goods,124.64,OUT045,2002,,Tier 2,Supermarket Type1,2105.26
DRZ24,7.535,Low Fat,0.08,Soft Drinks,120.34,OUT049,1999,Medium,Tier 1,Supermarket Type1,3835.01
FDW56,7.68,Low Fat,0.07,Fruits and Vegetables,190.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,5195.24
FDG57,14.7,Low Fat,0.07,Fruits and Vegetables,48.60,OUT045,2002,,Tier 2,Supermarket Type1,194.41
FDY14,10.3,Low Fat,0.07,Dairy,263.02,OUT013,1987,High,Tier 3,Supermarket Type1,6079.42
FDS19,13.8,Regular,0.06,Fruits and Vegetables,76.20,OUT017,2007,,Tier 2,Supermarket Type1,1669.83
FDX01,10.1,Low Fat,0.02,Canned,114.72,OUT035,2004,Small,Tier 2,Supermarket Type1,815.61
FDV32,7.785,Low Fat,0.09,Fruits and Vegetables,64.25,OUT017,2007,,Tier 2,Supermarket Type1,1328.27
DRI39,13.8,Low Fat,0.10,Dairy,54.89,OUT017,2007,,Tier 2,Supermarket Type1,679.12
NCU05,11.8,Low Fat,0.06,Health and Hygiene,81.76,OUT018,2009,Medium,Tier 3,Supermarket Type2,966.74
NCA29,10.5,Low Fat,0.03,Household,171.11,OUT017,2007,,Tier 2,Supermarket Type1,3593.32
FDO10,,Regular,0.00,Snack Foods,58.76,OUT019,1985,Small,Tier 1,Grocery Store,400.81
DRL47,19.7,LF,0.04,Hard Drinks,124.24,OUT045,2002,,Tier 2,Supermarket Type1,1887.54
FDA50,,Low Fat,0.15,Dairy,98.44,OUT019,1985,Small,Tier 1,Grocery Store,96.54
FDU23,,LF,0.02,Breads,167.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,2476.78
FDR27,15.1,Regular,0.10,Meat,134.49,OUT018,2009,Medium,Tier 3,Supermarket Type2,1854.92
DRH36,16.2,Low Fat,0.03,Soft Drinks,74.97,OUT017,2007,,Tier 2,Supermarket Type1,2162.52
FDZ51,11.3,Regular,0.05,Meat,96.31,OUT013,1987,High,Tier 3,Supermarket Type1,666.47
FDQ40,,Regular,0.06,Frozen Foods,175.77,OUT019,1985,Small,Tier 1,Grocery Store,351.54
